__metadata,Equnr,Eqktu,Swerk,PName,SyStat,UserStat,UserStatTxt,CurrStat,Werks,Eqtyp
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM08')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM08')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM08,10.00 R 20 JW JUH3+ 16PR TT_HM08,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM09,10.00 R 20 JW JUH3+ 16PR TT_HM09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM10,10.00 R 20 JW JUH3+ 16PR TT_HM10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM11,10.00 R 20 JW JUH3+ 16PR TT_HM11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM12,10.00 R 20 JW JUH3+ 16PR TT_HM12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM13,10.00 R 20 JW JUH3+ 16PR TT_HM13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM14')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM14')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM14,10.00 R 20 JW JUH3+ 16PR TT_HM14,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM15')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM15')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM15,10.00 R 20 JW JUH3+ 16PR TT_HM15,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM16')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM16')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM16,10.00 R 20 JW JUH3+ 16PR TT_HM16,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM17')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM17')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM17,10.00 R 20 JW JUH3+ 16PR TT_HM17,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM18')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM18')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM18,10.00 R 20 JW JUH3+ 16PR TT_HM18,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM19')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM19')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM19,10.00 R 20 JW JUH3+ 16PR TT_HM19,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM20')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM20')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM20,10.00 R 20 JW JUH3+ 16PR TT_HM20,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM21')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM21')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM21,10.00 R 20 JW JUH3+ 16PR TT_HM21,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM22')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM22')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM22,10.00 R 20 JW JUH3+ 16PR TT_HM22,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM23')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM23')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM23,10.00 R 20 JW JUH3+ 16PR TT_HM23,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM24')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM24')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM24,10.00 R 20 JW JUH3+ 16PR TT_HM24,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM25')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM25')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM25,10.00 R 20 JW JUH3+ 16PR TT_HM25,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM26')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM26')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM26,10.00 R 20 JW JUH3+ 16PR TT_HM26,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM27')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM27')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM27,10.00 R 20 JW JUH3+ 16PR TT_HM27,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM28')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH316HM28')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH316HM28,10.00 R 20 JW JUH3+ 16PR TT_HM28,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC11')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC11')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC11,10.00R20 JW JUH5 16PR TT_GC11,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC12,295/90R20 JW JUH5 TT_GC12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC13,10.00 R 20 JW JUH5 16PR TT_GC13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC15')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC15')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC15,10.00R20 JW JUH5 TT_GC15,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC19')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC19')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC19,295/90R20 JW JUH5_GC19,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC20')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GC20')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GC20,295/90R20 JW JUH5 TT_GC20,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR01,10.00 R 20 JW JUH5 16PR TT_GR01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR07,10.00 R 20 JW JUH5 16PR TT_GR07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR09')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR09')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR09,295/90R20 JW JUH5_GR09,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR12,295/90R20 JW JUH5_GR12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR15')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR15')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR15,10.00R20_JW_JUH5_16PR_TT_GR15,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR16')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR16')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR16,10.00 R 20 JW JUH5 16PR TT_GR16,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR17')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR17')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR17,10.00R20 JW JUH5 _GR-17,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR19')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516GR19')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516GR19,295/90R20 JW JUH5 _ GR19,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM01,295/90R20 JW JUH5 TT HM-01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM07,10.00 R 20 JW JUH5 16PR TT_HM07,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM10')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM10')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM10,10.00 R 20 JW JUH5 16PR TT_HM10,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM12')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM12')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM12,295/90 R 20 JW JUH5 TT_HM12,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM13')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM13')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM13,10.00R20 JW 16PR JUH5_HM13,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM14')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM14')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM14,10.00 R 20 JW JUH5 16PR TT_HM14,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM75')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM75')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM75,10.00R20 JW JUH5 16PR TT_HM75,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM76')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM76')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM76,10.00R20 JW JUH5 16PR TT_HM76,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM77')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM77')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM77,295/90R20 JW JUH5 TT HM-77,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM78')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM78')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM78,295/90R20 JW JUH5 TT_HM78,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM79')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM79')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM79,10.00R20 JW JUH5 16PR TT_HM79,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM81')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUH516HM81')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUH516HM81,10.00 R20 JW JUH5_HM81,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC01')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC01')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC01,295/90R20 JW JUH XF _GC01,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC02')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC02')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC02,295/90R20 JUH XF - GC02,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC03')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC03')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC03,295/90R20 JW JUH XF - GC03,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC04')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC04')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC04,295/90R20 JW JUH XF _GC04,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC05')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC05')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC05,295/90R20 JUH XF - GC05,1900,Chennai Tyre Plant,,,,ACTIVE,,
"{'id': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC07')"", 'uri': ""https://s4api.sap.jktyre.in:44305/sap/opu/odata/sap/ZINFI_PLT_API_SRV/InfiMouldMstSet('C10R20JWJUHXFGC07')"", 'type': 'ZINFI_PLT_API_SRV.InfiMouldMst'}",C10R20JWJUHXFGC07,295/90R20 JW JUH XF - GC07,1900,Chennai Tyre Plant,,,,ACTIVE,,
