Plant_Code,Mold_Name,Item_Code,Full_Load
1900,C10R20JWJUH516HM08,1122110020016KUH50,
1900,C10R20JWJUH516HM10,1122110020016KUH50,
1900,C10R20JWJUH516HM11,1122110020016KUH50,
1900,C10R20JWJUH516HM14,1122110020016KUH50,
1900,R000011R20JUH3HM01,1122111020016KJH30,
1900,R000011R20JUH3HM02,1122111020016KJH30,
1900,C11R20JWJUH516GC01,1122111020016KUH50,
1900,C11R20JWJUH516GC02,1122111020016KUH50,
1900,C11R20JWJUH516GC03,1122111020016KUH50,
1900,C11R20JWJUH516GC04,1122111020016KUH50,
1900,C11R20JWJUH516GC05,1122111020016KUH50,
1900,C11R20JWJUH516GC06,1122111020016KUH50,
1900,C11R20JWJUH516GC07,1122111020016KUH50,
1900,C11R20JWJUH516GC08,1122111020016KUH50,
1900,C27590R20JW304HM01,1122127A20149KUHF0,
1900,C27590R20JW304HM02,1122127A20149KUHF0,
1900,C10R20JWJUH516GC02,1122129A20000JUH50,
1900,C10R20JWJUH516GC03,1122129A20000JUH50,
1900,C10R20JWJUH516GC09,1122129A20000JUH50,
1900,C10R20JWJUH516GC10,1122129A20000JUH50,
1900,C10R20JWJUH516GC11,1122129A20000JUH50,
1900,C10R20JWJUH516GC12,1122129A20000JUH50,
1900,C10R20JWJUH516GC15,1122129A20000JUH50,
1900,C10R20JWJUH516GC19,1122129A20000JUH50,
1900,C10R20JWJUH516GC20,1122129A20000JUH50,
1900,C10R20JWJUH516GR02,1122129A20000JUH50,
1900,C10R20JWJUH516GR04,1122129A20000JUH50,
1900,C10R20JWJUH516GR06,1122129A20000JUH50,
1900,C10R20JWJUH516GR08,1122129A20000JUH50,
1900,C10R20JWJUH516GR11,1122129A20000JUH50,
1900,C10R20JWJUH516GR12,1122129A20000JUH50,
1900,C10R20JWJUH516GR14,1122129A20000JUH50,
1900,C10R20JWJUH516GR17,1122129A20000JUH50,
1900,C10R20JWJUH516GR18,1122129A20000JUH50,
1900,C10R20JWJUH516GR19,1122129A20000JUH50,
1900,C10R20JWJUH516HM01,1122129A20000JUH50,
1900,C10R20JWJUH516HM04,1122129A20000JUH50,
1900,C10R20JWJUH516HM09,1122129A20000JUH50,
1900,C10R20JWJUH516HM12,1122129A20000JUH50,
1900,C10R20JWJUH516HM13,1122129A20000JUH50,
1900,C10R20JWJUH516HM75,1122129A20000JUH50,
1900,C10R20JWJUH516HM76,1122129A20000JUH50,
1900,C10R20JWJUH516HM77,1122129A20000JUH50,
1900,C10R20JWJUH516HM78,1122129A20000JUH50,
1900,C10R20JWJUH516HM79,1122129A20000JUH50,
1900,C10R20JWJUH516HM80,1122129A20000JUH50,
1900,C10R20JWJUH516HM81,1122129A20000JUH50,
1900,C10R20JWJUH516HM82,1122129A20000JUH50,
1900,C10R20JW21416HM01,1122129A20152J2141,
1900,C10R20JW30416HM01,1122129A20152JULF0,
1900,C10R20JWJUHXFGC01,1122129A20152JULF0,
1900,C10R20JWJUHXFGC02,1122129A20152JULF0,
1900,C10R20JWJUHXFGC03,1122129A20152JULF0,
1900,C10R20JWJUHXFGC04,1122129A20152JULF0,
1900,C10R20JWJUHXFGC05,1122129A20152JULF0,
1900,C10R20JWJUHXFGC07,1122129A20152JULF0,
1900,C10R20JWJUHXFHM01,1122129A20152JULF0,
1900,C10R20JWJUHXFHM02,1122129A20152JULF0,
1900,C750R20JWJUH5HM01,1122175020014KUH50,
1900,C750R20JWJUH5HM02,1122175020014KUH50,
1900,R000825R20JUH3GC03,1122182020014KH3P0,
1900,R000825R20JUH3GC01,1122182020016KH3P0,
1900,R000825R20JUH3GC02,1122182020016KH3P0,
1900,R000825R20JUH3GR02,1122182020016KH3P0,
1900,C0825R20JUH500GC07,1122182020016KUH50,
1900,C0825R20JUH500GC08,1122182020016KUH50,
1900,C0825R20JUH500GC09,1122182020016KUH50,
1900,C0825R20JUH500GC10,1122182020016KUH50,
1900,R000825R20JUH5GC01,1122182020016KUH50,
1900,R000825R20JUH5GC02,1122182020016KUH50,
1900,R000825R20JUH5GC05,1122182020016KUH50,
1900,R000825R20JUH5GC06,1122182020016KUH50,
1900,C9R20JWJUH316GC02,1122190020014KJH30,
1900,C9R20JWJUH316GC03,1122190020014KJH30,
1900,C9R20JWJUH316GC04,1122190020014KJH30,
1900,C9R20JWJUH316GC05,1122190020014KJH30,
1900,C9R20JWJUH316GC06,1122190020014KJH30,
1900,C9R20JWJUH316GC07,1122190020014KJH30,
